name	term	lev	seq	value
"animal organ development"	GO:0001822;GO:0048513	2	LOC106013556	0.132843207070083
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851730	-0.59489743191991
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852605	-0.0382349626302613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101863454	-2.94272087741031
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855538	-0.35575573212705
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855538	-0.35575573212705
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854501	0.0301063818244773
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854867	-0.117443039005107
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854501	0.0301063818244773
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855994	-0.844197379970026
"animal organ development"	GO:0001822;GO:0048513	2	LOC101857837	0.503786219962893
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860280	-0.823183845116998
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861195	-0.0038380438550142
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847580	0.393712517972092
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847580	0.393712517972092
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847580	0.393712517972092
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847580	0.393712517972092
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858820	1.30536491052388
"animal organ development"	GO:0001822;GO:0048513	2	LOC101850665	0.143066726348963
"animal organ development"	GO:0001822;GO:0048513	2	LOC101848321	0.386132961850357
"animal organ development"	GO:0001822;GO:0048513	2	LOC101853020	-0.29210807662819
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854446	-1.45458020712141
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854050	-0.443059013544527
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852634	0.310397114959885
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859122	0.384368279840762
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859122	0.384368279840762
"animal organ development"	GO:0001822;GO:0048513	2	LOC101850807	-0.379202821201968
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859122	0.384368279840762
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859122	0.384368279840762
"animal organ development"	GO:0001822;GO:0048513	2	LOC106012863	-0.482312322883354
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859122	0.384368279840762
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860125	2.21264224447652
"animal organ development"	GO:0001822;GO:0048513	2	LOC101857846	1.61652119833581
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861681	0.351552780188603
"animal organ development"	GO:0001822;GO:0048513	2	LOC101857846	1.61652119833581
"animal organ development"	GO:0001822;GO:0048513	2	LOC101864329	-0.516752771044261
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861681	0.351552780188603
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847829	0.197134757327986
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847597	-0.0970626029288379
"animal organ development"	GO:0001822;GO:0048513	2	LOC106012464	0.0659562815509075
"animal organ development"	GO:0001822;GO:0048513	2	LOC118477118	-0.0390737493634123
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851863	1.75022596177251
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861214	-1.26896836527261
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860256	0.431189741062561
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860980	0.913111793786129
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860746	-0.192806873497065
"animal organ development"	GO:0001822;GO:0048513	2	LOC101849009	0.572643744616012
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859067	-0.214319473316436
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859067	-0.214319473316436
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852458	-1.47011270780279
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851611	-0.058023636099573
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851611	-0.058023636099573
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858855	-0.322192293926834
"animal organ development"	GO:0001822;GO:0048513	2	LOC101857384	0.448540192021041
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860642	-0.256332595266368
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860642	-0.256332595266368
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101853092	2.38153412642512
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858140	-0.292528045634375
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858140	-0.292528045634375
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858140	-0.292528045634375
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858140	-0.292528045634375
"animal organ development"	GO:0001822;GO:0048513	2	LOC101854974	1.42478114288613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101849929	-0.282063723741448
"animal organ development"	GO:0001822;GO:0048513	2	LOC106011881	-0.359379553649436
"animal organ development"	GO:0001822;GO:0048513	2	LOC106012210	-0.0634027597631378
"animal organ development"	GO:0001822;GO:0048513	2	LOC106012210	-0.0634027597631378
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847859	-0.102591423497445
"animal organ development"	GO:0001822;GO:0048513	2	LOC101859271	0.289688188236003
"animal organ development"	GO:0001822;GO:0048513	2	LOC101848145	-0.396654072012343
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861331	0.411516012555737
"animal organ development"	GO:0001822;GO:0048513	2	LOC101861331	0.411516012555737
"animal organ development"	GO:0001822;GO:0048513	2	LOC101845930	0.0770155571993859
"animal organ development"	GO:0001822;GO:0048513	2	LOC101862500	-0.0016872554811468
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847235	-0.0962343456528542
"animal organ development"	GO:0001822;GO:0048513	2	LOC101848581	0.326924648644235
"animal organ development"	GO:0001822;GO:0048513	2	LOC101857684	0.148064616060688
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858416	-0.240517016699889
"animal organ development"	GO:0001822;GO:0048513	2	LOC101849701	-0.478796412323162
"animal organ development"	GO:0001822;GO:0048513	2	LOC101850519	-0.152032180956687
"animal organ development"	GO:0001822;GO:0048513	2	LOC101853833	0.508983145055911
"animal organ development"	GO:0001822;GO:0048513	2	LOC101847067	0.256204072121383
"animal organ development"	GO:0001822;GO:0048513	2	LOC106013299	-0.241710457724326
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855421	0.0286221566247894
"animal organ development"	GO:0001822;GO:0048513	2	LOC101856975	0.350261130346586
"animal organ development"	GO:0001822;GO:0048513	2	LOC101862046	0.348313717662562
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852125	-0.0499003650489052
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851898	0.374776190970941
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855256	-0.0788621487618351
"animal organ development"	GO:0001822;GO:0048513	2	LOC101850408	0.0094342953961613
"animal organ development"	GO:0001822;GO:0048513	2	LOC101849581	-0.202010404523753
"animal organ development"	GO:0001822;GO:0048513	2	LOC101862906	0.0362019279656928
"animal organ development"	GO:0001822;GO:0048513	2	LOC101855232	-0.519919589201336
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852348	0.0634867873141331
"animal organ development"	GO:0001822;GO:0048513	2	LOC101848909	1.18026281186135
"animal organ development"	GO:0001822;GO:0048513	2	LOC101851690	-0.106190549580958
"animal organ development"	GO:0001822;GO:0048513	2	LOC101848371	-0.663607199594884
"animal organ development"	GO:0001822;GO:0048513	2	LOC101862296	0.00853547844601572
"animal organ development"	GO:0001822;GO:0048513	2	LOC101846405	-0.443758876195456
"animal organ development"	GO:0001822;GO:0048513	2	LOC101860826	0.410773640419903
"animal organ development"	GO:0001822;GO:0048513	2	LOC118478848	-0.0777517065431408
"animal organ development"	GO:0001822;GO:0048513	2	LOC101858074	-0.243928068424029
"animal organ development"	GO:0001822;GO:0048513	2	LOC101863670	1.07504532335548
"animal organ development"	GO:0001822;GO:0048513	2	LOC101845897	1.14803409996876
"animal organ development"	GO:0001822;GO:0048513	2	LOC101852616	1.18248174489505
"animal organ development"	GO:0001822;GO:0048513	2	LOC101863483	0.437220960754395
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101857700	-0.257770233965967
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101857700	-0.257770233965967
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101857700	-0.257770233965967
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101847475	-0.211389842254237
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862956	-1.553460783711
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861406	-0.238433100010997
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101849147	-0.421137933678002
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850245	0.632513690836885
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101849147	-0.421137933678002
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101849147	-0.421137933678002
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101856573	0.406648822731435
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC100533344	0.385820103567461
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862261	-0.0621162073763288
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862261	-0.0621162073763288
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862261	-0.0621162073763288
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101858355	0.158563875682047
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101857686	-0.90142507921382
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101847446	2.29980988706918
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101848114	-0.0562121175504771
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101848114	-0.0562121175504771
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101856826	-0.375846816836853
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101856826	-0.375846816836853
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862436	0.108833975097644
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862436	0.108833975097644
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101856785	0.390735791321469
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861631	-0.255981141141551
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101847342	-0.639989568268158
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101860264	-0.361344804772997
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101860264	-0.361344804772997
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101847890	-0.00247655488954285
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101847890	-0.00247655488954285
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101854075	-0.113708172743277
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861869	0.74808226820486
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861869	0.74808226820486
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861869	0.74808226820486
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861869	0.74808226820486
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861711	0.0389059681961436
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861869	0.74808226820486
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101864142	0.000669924668414257
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101851022	0.669335547612562
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101858714	-0.196312306615992
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101851791	-0.141084923690478
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101851791	-0.141084923690478
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101855971	-0.835539312383399
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101858260	-1.02237262091368
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101858260	-1.02237262091368
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101858260	-1.02237262091368
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101859305	-0.0244154321440277
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC118478162	-0.249018491109398
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101846770	-0.126455468013191
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101846770	-0.126455468013191
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101846770	-0.126455468013191
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101845265	-0.0869371581282875
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101857029	0.248089000872287
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101846902	-1.08699537310621
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101846902	-1.08699537310621
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101851654	-0.0629222228852375
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101853026	-0.87759110431839
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850450	-0.207978520694487
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850450	-0.207978520694487
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850450	-0.207978520694487
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850450	-0.207978520694487
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101861762	0.609959331753131
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101849745	0.281730086373255
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862468	-1.18360470918083
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862103	-1.27853949920405
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101862103	-1.27853949920405
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101856428	0.723055987451278
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101860808	1.31011492700723
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101853494	0.178412501538881
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101852564	0.508708203610782
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101852564	0.508708203610782
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850109	-0.459109435225584
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101850747	1.01059618306627
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101855325	0.293229357167058
"organelle assembly"	GO:0000045;GO:0070925;GO:1905037;GO:0007033	2	LOC101859206	0.731426891973216
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101859060	-1.22136469912741
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101853120	-0.325849116270061
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856358	-0.270504973181941
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856358	-0.270504973181941
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856358	-0.270504973181941
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856358	-0.270504973181941
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856358	-0.270504973181941
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101857806	0.0909052597428502
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101857806	0.0909052597428502
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101862380	0.346928002013096
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101858955	-0.023624400967207
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101855641	1.75932402875988
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101858241	-0.193923511533427
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101858241	-0.193923511533427
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC100533407	1.71049504643059
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101846548	0.0665506041186008
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101846548	0.0665506041186008
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101855537	0.486171321945882
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101848375	1.54167020452088
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101858708	0.126283855699191
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101854398	0.0859608379689322
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101863401	0.013508605025657
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC106011275	0.448245301451228
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101846548	0.0665506041186008
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101854398	0.0859608379689322
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101856656	2.03865043142754
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC106012828	-1.07941497625735
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC100533536	0.270072853513144
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC100533536	0.270072853513144
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101861298	-0.0208354822181441
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101861857	-0.192001621976129
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101861056	-0.491839586207479
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC106013387	-0.375828872544034
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101847574	1.23251685741956
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101862836	0.532705186730055
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101849788	-0.251780667410471
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101863638	0.373412832216339
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC106011042	-0.146772348132664
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC118479048	-0.00469970383466521
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101850385	-0.756065284227352
"localization"	GO:0051234;GO:0051179;GO:0006810	2	LOC101863036	0.769468517238602
