,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
29,query_1,TRUE,0.0288729763972871,2478,105,28,0.266666666666667,0.0112994350282486,GO:0016787,GO:MF,hydrolase activity,20212,2979,GO:0003824
30,query_1,TRUE,0.0370208049420418,15,105,3,0.0285714285714286,0.2,GO:0008296,GO:MF,3'-5'-DNA exonuclease activity,20212,1645,GO:0008408/GO:0016895
31,query_1,TRUE,0.045225237994234,83,105,5,0.0476190476190476,0.0602409638554217,GO:0004527,GO:MF,exonuclease activity,20212,860,GO:0004518
32,query_1,TRUE,0.0181131667260845,802,75,16,0.213333333333333,0.0199501246882793,HPA:0471471,HPA,skin 2; lymphocytes[≥Low],11019,713,HPA:0470000
33,query_1,TRUE,0.00246592974441255,140,55,7,0.127272727272727,0.05,KEGG:04120,KEGG,Ubiquitin mediated proteolysis,8484,270,KEGG:00000
34,query_1,TRUE,0.00120607222088351,16,72,4,0.0555555555555556,0.25,REAC:R-HSA-110312,REAC,Translesion synthesis by REV1,10842,2499,REAC:R-HSA-110313
35,query_1,TRUE,0.00122808383914223,35,72,5,0.0694444444444444,0.142857142857143,REAC:R-HSA-936440,REAC,Negative regulators of DDX58/IFIH1 signaling,10842,1533,REAC:R-HSA-168928
36,query_1,TRUE,0.00156926777771531,17,72,4,0.0555555555555556,0.235294117647059,REAC:R-HSA-5655862,REAC,Translesion synthesis by POLK,10842,2498,REAC:R-HSA-110313
37,query_1,TRUE,0.00156926777771531,17,72,4,0.0555555555555556,0.235294117647059,REAC:R-HSA-5656121,REAC,Translesion synthesis by POLI,10842,2497,REAC:R-HSA-110313
38,query_1,TRUE,0.00253011998487126,19,72,4,0.0555555555555556,0.210526315789474,REAC:R-HSA-110320,REAC,Translesion Synthesis by POLH,10842,2496,REAC:R-HSA-110313
39,query_1,TRUE,0.00642603192938486,82,72,6,0.0833333333333333,0.0731707317073171,REAC:R-HSA-168928,REAC,DDX58/IFIH1-mediated induction of interferon-alpha/beta,10842,422,REAC:R-HSA-168249
40,query_1,TRUE,0.0080124784702593,25,72,4,0.0555555555555556,0.16,REAC:R-HSA-5696397,REAC,Gap-filling DNA repair synthesis and ligation in GG-NER,10842,1005,REAC:R-HSA-5696399
41,query_1,TRUE,0.0155099844283582,193,72,8,0.111111111111111,0.0414507772020725,REAC:R-HSA-913531,REAC,Interferon Signaling,10842,1193,REAC:R-HSA-1280215
42,query_1,TRUE,0.0169283144648201,30,72,4,0.0555555555555556,0.133333333333333,REAC:R-HSA-110314,REAC,Recognition of DNA damage by PCNA-containing replication complex,10842,1897,REAC:R-HSA-73893
43,query_1,TRUE,0.0175597251516125,11,72,3,0.0416666666666667,0.272727272727273,REAC:R-HSA-9664873,REAC,Pexophagy,10842,1680,REAC:R-HSA-9663891
44,query_1,TRUE,0.0219911922944587,32,72,4,0.0555555555555556,0.125,REAC:R-HSA-5656169,REAC,Termination of translesion DNA synthesis,10842,2416,REAC:R-HSA-110313
45,query_1,TRUE,0.0301475229943069,13,72,3,0.0416666666666667,0.230769230769231,REAC:R-HSA-209543,REAC,p75NTR recruits signalling complexes,10842,2645,REAC:R-HSA-193639
46,query_1,TRUE,0.0301475229943069,13,72,3,0.0416666666666667,0.230769230769231,REAC:R-HSA-209560,REAC,NF-kB is activated and signals survival,10842,1468,REAC:R-HSA-193639
47,query_1,TRUE,0.0381868366120219,14,72,3,0.0416666666666667,0.214285714285714,REAC:R-HSA-8875360,REAC,InlB-mediated entry of Listeria monocytogenes into host cell,10842,1169,REAC:R-HSA-8876384
48,query_1,TRUE,0.0475062681243198,15,72,3,0.0416666666666667,0.2,REAC:R-HSA-2691232,REAC,Constitutive Signaling by NOTCH1 HD Domain Mutants,10842,389,REAC:R-HSA-2691230
49,query_1,TRUE,0.0475062681243198,15,72,3,0.0416666666666667,0.2,REAC:R-HSA-2691230,REAC,Signaling by NOTCH1 HD Domain Mutants in Cancer,10842,2206,REAC:R-HSA-2644603
50,query_1,TRUE,0.0475062681243198,15,72,3,0.0416666666666667,0.2,REAC:R-HSA-9706369,REAC,Negative regulation of FLT3,10842,1524,REAC:R-HSA-9607240
51,query_1,TRUE,0.0485666579790136,39,72,4,0.0555555555555556,0.102564102564103,REAC:R-HSA-5689896,REAC,Ovarian tumor domain proteases,10842,1603,REAC:R-HSA-5688426
52,query_1,TRUE,0.0485666579790136,39,72,4,0.0555555555555556,0.102564102564103,REAC:R-HSA-110313,REAC,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,10842,2500,REAC:R-HSA-73893
53,query_1,TRUE,0.0485666579790136,39,72,4,0.0555555555555556,0.102564102564103,REAC:R-HSA-6783310,REAC,Fanconi Anemia Pathway,10842,901,REAC:R-HSA-73894
54,query_1,TRUE,0.0427385211845715,4,58,2,0.0344827586206897,0.5,WP:WP4799,WP,Downregulation of ACE2 by SARS CoV 2 spike protein,8286,526,WP:000000
