,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
93,query_1,TRUE,0.00551908960835478,61,257,7,0.0272373540856031,0.114754098360656,GO:0008028,GO:MF,monocarboxylic acid transmembrane transporter activity,20212,1525,GO:0046943
94,query_1,TRUE,0.00711479715862337,175,257,11,0.0428015564202335,0.0628571428571429,GO:0005319,GO:MF,lipid transporter activity,20212,1414,GO:0005215
95,query_1,TRUE,0.0143191848529839,15,257,4,0.0155642023346304,0.266666666666667,GO:0015347,GO:MF,sodium-independent organic anion transmembrane transporter activity,20212,2489,GO:0008514/GO:0015291
96,query_1,TRUE,0.0163649491743849,158,257,10,0.0389105058365759,0.0632911392405063,GO:0015081,GO:MF,sodium ion transmembrane transporter activity,20212,2300,GO:0046873
97,query_1,TRUE,0.0190816554910551,100,257,8,0.0311284046692607,0.08,GO:0030594,GO:MF,neurotransmitter receptor activity,20212,3964,GO:0038023
98,query_1,TRUE,0.0244108097496496,2304,257,51,0.198443579766537,0.0221354166666667,GO:0097367,GO:MF,carbohydrate derivative binding,20212,9101,GO:0005488
99,query_1,TRUE,0.0299843029189583,586,257,20,0.0778210116731518,0.0341296928327645,GO:0004672,GO:MF,protein kinase activity,20212,975,GO:0016301/GO:0016773/GO:0140096
100,query_1,TRUE,0.0314602461165346,55,257,6,0.0233463035019455,0.109090909090909,GO:1904315,GO:MF,transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,20212,10989,GO:0022824/GO:0099529
101,query_1,TRUE,0.0385546198635574,57,257,6,0.0233463035019455,0.105263157894737,GO:0099529,GO:MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,20212,9226,GO:0098960
102,query_1,TRUE,0.0428226837630407,2355,257,51,0.198443579766537,0.021656050955414,GO:0140096,GO:MF,catalytic activity. acting on a protein,20212,10409,GO:0003824
103,query_1,TRUE,0.045833005766007,37,257,5,0.0194552529182879,0.135135135135135,GO:0005231,GO:MF,excitatory extracellular ligand-gated monoatomic ion channel activity,20212,1367,GO:0005230
104,query_1,TRUE,0.00746792487227516,413,159,18,0.113207547169811,0.0435835351089588,HPA:0130891,HPA,colon; goblet cells[≥Low],11019,234,HPA:0130000
105,query_1,TRUE,0.0234408416185809,410,159,17,0.106918238993711,0.0414634146341463,HPA:0400891,HPA,rectum; goblet cells[≥Low],11019,565,HPA:0400000
106,query_1,TRUE,0.0322556996630499,505,159,19,0.119496855345912,0.0376237623762376,HPA:0131301,HPA,colon; enterocytes[≥Low],11019,219,HPA:0130000
107,query_1,TRUE,0.0361005870355115,384,159,16,0.10062893081761,0.0416666666666667,HPA:0030891,HPA,appendix; goblet cells[≥Low],11019,41,HPA:0030000
108,query_1,TRUE,0.0464280024560378,313,159,14,0.0880503144654088,0.0447284345047923,HPA:0030892,HPA,appendix; goblet cells[≥Medium],11019,42,HPA:0030891
109,query_1,TRUE,0.0320220398733638,89,127,7,0.0551181102362205,0.0786516853932584,KEGG:04512,KEGG,ECM-receptor interaction,8484,314,KEGG:00000
110,query_1,TRUE,1.69826823821132e-05,173,161,15,0.093167701863354,0.0867052023121387,REAC:R-HSA-8978868,REAC,Fatty acid metabolism,10842,904,REAC:R-HSA-556833
111,query_1,TRUE,0.000760470304028622,2074,161,56,0.347826086956522,0.0270009643201543,REAC:R-HSA-1430728,REAC,Metabolism,10842,1372,REAC:0000000
112,query_1,TRUE,0.00150726123476982,245,161,15,0.093167701863354,0.0612244897959184,REAC:R-HSA-425407,REAC,SLC-mediated transmembrane transport,10842,2079,REAC:R-HSA-382551
113,query_1,TRUE,0.00173342568807107,107,161,10,0.062111801242236,0.0934579439252336,REAC:R-HSA-9748784,REAC,Drug ADME,10842,769,REAC:0000000
114,query_1,TRUE,0.00280670482915626,718,161,27,0.167701863354037,0.0376044568245125,REAC:R-HSA-382551,REAC,Transport of small molecules,10842,2523,REAC:0000000
115,query_1,TRUE,0.00614379207130139,11,161,4,0.0248447204968944,0.363636363636364,REAC:R-HSA-629594,REAC,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,10842,1091,REAC:R-HSA-622327
116,query_1,TRUE,0.00621200351267387,75,161,8,0.0496894409937888,0.106666666666667,REAC:R-HSA-3000178,REAC,ECM proteoglycans,10842,785,REAC:R-HSA-1474244
117,query_1,TRUE,0.0079221130561821,215,161,13,0.0807453416149068,0.0604651162790698,REAC:R-HSA-211859,REAC,Biological oxidations,10842,220,REAC:R-HSA-1430728
118,query_1,TRUE,0.00882940413650572,186,161,12,0.0745341614906832,0.0645161290322581,REAC:R-HSA-196854,REAC,Metabolism of vitamins and cofactors,10842,1395,REAC:R-HSA-1430728
119,query_1,TRUE,0.0107445348686403,59,161,7,0.0434782608695652,0.11864406779661,REAC:R-HSA-2142753,REAC,Arachidonic acid metabolism,10842,161,REAC:R-HSA-8978868
120,query_1,TRUE,0.0115612249165153,732,161,26,0.161490683229814,0.0355191256830601,REAC:R-HSA-556833,REAC,Metabolism of lipids,10842,1384,REAC:R-HSA-1430728
121,query_1,TRUE,0.0179978443103645,14,161,4,0.0248447204968944,0.285714285714286,REAC:R-HSA-622327,REAC,Postsynaptic nicotinic acetylcholine receptors,10842,1729,REAC:R-HSA-181431
122,query_1,TRUE,0.0179978443103645,14,161,4,0.0248447204968944,0.285714285714286,REAC:R-HSA-181431,REAC,Acetylcholine binding and downstream events,10842,51,REAC:R-HSA-112314
123,query_1,TRUE,0.0186107566701739,140,161,10,0.062111801242236,0.0714285714285714,REAC:R-HSA-1474228,REAC,Degradation of the extracellular matrix,10842,703,REAC:R-HSA-1474244
124,query_1,TRUE,0.0218045921306385,28,161,5,0.031055900621118,0.178571428571429,REAC:R-HSA-9753281,REAC,Paracetamol ADME,10842,1664,REAC:R-HSA-9748784
125,query_1,TRUE,0.0308837774599321,245,161,13,0.0807453416149068,0.0530612244897959,REAC:R-HSA-5668914,REAC,Diseases of metabolism,10842,740,REAC:R-HSA-1643685
